"","A2_NAME","A2_GAUL_CODE","A2COUNTRY","Area_mun","Area_covered","Pop_mun","Pop_covered","Burden_mun","Burden_covered","Cost_target"
"1074","Puok",12433,"KHM",1087.44319857505,9.10329258578309,139058.953125,7519.025390625,3100.63134765625,339.399658203125,3.43360077638759
"1079","Armer",1009272,"MEX",408.305933874947,6.94304779042342,26302.080078125,2215.04760742188,837.470947265625,99.9845581054688,51.7689245502796
"1080","Colima",1009273,"MEX",750.37782885499,71.4578777168655,127037.2265625,39655.7578125,3868.23071289062,1476.42822265625,39.5227745190654
"1081","Comala",1009274,"MEX",315.395718990321,11.943507596609,35196.734375,7815.529296875,1032.35241699219,305.607971191406,44.2550302316921
"1082","Coquimatlcn",1009275,"MEX",528.182592468589,20.8136340907411,41154.9375,11151.2529296875,1162.45568847656,438.191864013672,44.2550302316921
"1083","Cuauht",1009276,"MEX",411.58968927076,17.3677224074921,43961.71875,5723.74072265625,1511.31323242188,260.3984375,52.1728986825421
"1085","Manzanillo",1009278,"MEX",1335.72257932019,24.059335945777,115081.8671875,7254.0439453125,3799.59838867188,327.438720703125,51.7689245502796
"1087","Tecom",1009280,"MEX",789.589102543886,41.2443958424867,100557.203125,13248.0185546875,3146.54858398438,582.501953125,49.5066770259357
"1088","Villa de Alvarez",1009281,"MEX",287.707787871354,46.7614589211546,58637.98828125,30188.083984375,1873.55383300781,1128.59814453125,39.5227745190654
"1100","Berrioz",1009293,"MEX",353.358263283315,7.70012562007681,52270.05078125,6789.05517578125,1490.32421875,245.693359375,40.6539003968834
"1103","Cacahoattn",1009296,"MEX",173.494407031991,12.7094967137153,33928.24609375,4864.3955078125,777.684204101562,196.192001342773,46.3095213233893
"1120","Chiapa de Corzo",1009308,"MEX",869.047163338187,67.0843775821584,123345.90625,58552.1328125,4021.84790039062,2067.89208984375,36.3948723711653
"1154","Ocozocoautla de Espinosa",1009342,"MEX",2109.26859119569,24.500594660371,89553.265625,13396.1748046875,1875.86193847656,497.925170898438,40.6539003968834
"1178","Banjul",16405,"GMB",10.8301624755355,5.71603041472992,27085.72265625,27085.72265625,1157.10949707031,1157.10949707031,1.09957223741549
"1193","Entebbe Municipality",42211,"UGA",52.2233302868711,51.7129889017559,52608.3515625,52567.76171875,1736.88610839844,1735.91003417969,1.33257412149542
"1211","Serra",7200,"BRA",551.070516550003,10.9673095151516,356024.15625,23474.6171875,11727.9130859375,968.968627929688,8.50000931714035
"1212","Okehi",22909,"NGA",666.143019746042,57.4342902915039,324961.65625,150276.484375,11394.1220703125,5559.8955078125,2.43215503818025
"1225","Delgado",15748,"SLV",34.6957480017499,34.6957480017499,183373.578125,183373.578125,7215.26220703125,7215.26220703125,3.9350487552844
